,avg_rews,std_rews,avg_actor_loss,avg_critic_loss,avg_policy_loss,avg_kl_divergence
168,-12222.31,2069.55,1e-05,0.99182,0.49592,0.00741
169,-12629.12,2575.85,0.00171,0.96278,0.48309,0.00615
170,-12285.12,2207.55,0.00969,0.97047,0.49493,0.00789
171,-12200.54,2406.83,-0.00614,0.9911,0.48942,0.00513
172,-12548.14,2154.8,0.00348,0.98187,0.49441,0.00446
173,-12349.19,2061.08,-0.00217,0.99029,0.49298,0.00923
174,-12540.69,2344.71,-0.00068,0.96066,0.47965,0.00747
175,-12734.24,2458.6,0.0041,0.98344,0.49582,0.00758
176,-12625.03,2121.61,-0.00332,0.9626,0.47798,0.0036
177,-12655.03,2402.28,-0.00464,1.00273,0.49673,0.00372
178,-12136.22,2050.6,0.00702,0.98004,0.49704,0.00445
179,-12237.95,2396.03,-0.00285,0.98704,0.49067,0.00387
180,-12321.51,2379.7,0.00129,0.99807,0.50032,0.00389
181,-12342.07,2457.91,-0.00767,0.9497,0.46718,0.00452
182,-12176.26,2283.41,0.00274,1.00304,0.50426,0.01013
183,-12265.12,2284.38,0.00377,0.99531,0.50142,0.00875
184,-12227.51,2096.12,-0.00034,0.97759,0.48846,0.0096
185,-12566.16,2439.34,0.01309,0.98422,0.50519,0.01239
186,-12447.1,2406.69,-0.00079,0.98782,0.49312,0.00554
187,-12877.63,2322.28,0.00599,0.98439,0.49818,0.00945
188,-12570.65,2144.05,-0.00676,0.9925,0.48949,0.01322
189,-12091.57,2172.48,-0.00114,0.98081,0.48927,0.00891
190,-12572.4,2411.19,-0.00352,0.97651,0.48473,0.0037
191,-12391.39,2470.76,-0.00165,0.99674,0.49672,0.00066
192,-12205.92,2462.81,-0.00427,0.96138,0.47642,0.00227
193,-12735.59,2577.07,0.00632,0.99234,0.5025,0.00293
194,-12336.34,2593.58,0.00649,0.97525,0.49412,0.00469
195,-12226.2,2312.19,-0.01381,0.98892,0.48065,0.00342
196,-12820.62,2622.83,-0.00515,0.97801,0.48386,0.0014
197,-12456.5,2476.2,-0.00363,0.98004,0.48639,0.00832
